sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status,Total Sales
SAMS-00008871,2024-03-17,2024,Q1,March,Pakistan,Asia,Karachi,Samsung Galaxy S23,Galaxy S,128 GB,Phantom White,Yes,732.42,12,1,644.53,644.53,PKR,279.0,179823.87,Carrier Store,Credit Card,Education,25–34,Android (Samsung),4.5,Kept,732.42
SAMS-00008877,2021-02-10,2021,Q1,February,Pakistan,Asia,Lahore,Samsung Galaxy S21 FE,Galaxy S,1 TB,Phantom Black,No,463.53,15,3,394.0,1182.0,PKR,279.0,329778.0,Samsung Store,Samsung Pay,Individual,35–44,New User,4.4,Returned,1390.59
SAMS-00008880,2021-07-25,2021,Q3,July,Pakistan,Asia,Lahore,Samsung Galaxy S23+,Galaxy S,1 TB,Cream,Yes,1035.25,0,2,1035.25,2070.5,PKR,279.0,577669.5,E-commerce Platform,BNPL (Buy Now Pay Later),Government,45–54,iOS,4.0,Kept,2070.5
SAMS-00008885,2022-06-05,2022,Q2,June,Pakistan,Asia,Lahore,Samsung Galaxy M54 5G,Galaxy M,128 GB,Waterfall Blue,Yes,362.88,0,2,362.88,725.76,PKR,279.0,202487.04,E-commerce Platform,Cash,Education,18–24,Android (Other),3.3,Kept,725.76
SAMS-00008891,2023-09-18,2023,Q3,September,Pakistan,Asia,Lahore,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Lavender,Yes,1334.56,0,2,1334.56,2669.12,PKR,279.0,744684.48,Corporate / B2B,BNPL (Buy Now Pay Later),Education,55+,Feature Phone,4.0,Kept,2669.12
SAMS-00008893,2024-01-27,2024,Q1,January,Pakistan,Asia,Lahore,Samsung Galaxy S24+,Galaxy S,128 GB,Lime,Yes,962.66,3,3,933.78,2801.34,PKR,279.0,781573.86,Samsung Store,Debit Card,Education,35–44,Android (Other),4.8,Returned,2887.98
SAMS-00008894,2024-01-31,2024,Q1,January,Pakistan,Asia,Lahore,Samsung Galaxy M34 5G,Galaxy M,256 GB,Midnight Blue,Yes,259.03,5,2,246.08,492.16,PKR,279.0,137312.64,E-commerce Platform,Cash,Business,45–54,Android (Other),2.9,Kept,518.06
SAMS-00008898,2024-08-27,2024,Q3,August,Pakistan,Asia,Lahore,Samsung Galaxy S22,Galaxy S,128 GB,Lime,Yes,728.05,10,1,655.25,655.25,PKR,279.0,182814.75,Corporate / B2B,EMI / Installment,Education,25–34,iOS,3.2,Kept,728.05
SAMS-00008905,2021-08-04,2021,Q3,August,Pakistan,Asia,Multan,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Gray,Yes,1819.4,0,1,1819.4,1819.4,PKR,279.0,507612.6,E-commerce Platform,Cash,Education,45–54,New User,4.8,Kept,1819.4
SAMS-00008906,2021-08-30,2021,Q3,August,Pakistan,Asia,Multan,Samsung Galaxy S22,Galaxy S,1 TB,Lavender,Yes,654.74,12,1,576.17,576.17,PKR,279.0,160751.43,Samsung Store,Gift Card,Individual,18–24,Android (Other),3.7,Kept,654.74
SAMS-00008910,2021-11-27,2021,Q4,November,Pakistan,Asia,Multan,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Violet,Yes,379.3,0,4,379.3,1517.2,PKR,279.0,423298.8,Third-Party Retailer,Net Banking,Business,25–34,Feature Phone,4.0,Kept,1517.2
SAMS-00008911,2022-02-03,2022,Q1,February,Pakistan,Asia,Multan,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome Lime,Yes,459.91,0,1,459.91,459.91,PKR,279.0,128314.89,Samsung Store,EMI / Installment,Business,45–54,Feature Phone,3.6,Kept,459.91
SAMS-00008930,2024-07-07,2024,Q3,July,Pakistan,Asia,Multan,Samsung Galaxy Z Flip 5,Galaxy Z,1 TB,Phantom Black,Yes,983.26,0,1,983.26,983.26,PKR,279.0,274329.54,Online (Samsung.com),Cash,Education,35–44,iOS,3.4,Kept,983.26
SAMS-00008933,2021-01-03,2021,Q1,January,Pakistan,Asia,Peshawar,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome White,Yes,346.03,0,3,346.03,1038.09,PKR,279.0,289627.11,Carrier Store,Net Banking,Education,18–24,Android (Samsung),3.0,Returned,1038.09
SAMS-00008937,2022-01-17,2022,Q1,January,Pakistan,Asia,Peshawar,Samsung Galaxy Z Flip 5,Galaxy Z,512 GB,Icy Blue,Yes,1046.56,2,1,1025.63,1025.63,PKR,279.0,286150.77,Third-Party Retailer,Net Banking,Education,25–34,New User,2.8,Kept,1046.56
SAMS-00008939,2022-05-28,2022,Q2,May,Pakistan,Asia,Peshawar,Samsung Galaxy M14 5G,Galaxy M,64 GB,Prism Black,Yes,171.6,20,1,137.28,137.28,PKR,279.0,38301.12,Authorized Reseller,Credit Card,Business,18–24,Feature Phone,4.8,Kept,171.6
SAMS-00008942,2022-09-10,2022,Q3,September,Pakistan,Asia,Peshawar,Samsung Galaxy S23 FE,Galaxy S,512 GB,Lavender,Yes,644.59,20,1,515.67,515.67,PKR,279.0,143871.93,Third-Party Retailer,Net Banking,Education,45–54,New User,4.0,Kept,644.59
SAMS-00008943,2022-09-11,2022,Q3,September,Pakistan,Asia,Peshawar,Samsung Galaxy S23 FE,Galaxy S,1 TB,Green,Yes,548.29,5,6,520.88,3125.28,PKR,279.0,871953.12,E-commerce Platform,Cash,Enterprise,25–34,New User,3.3,Kept,3289.74
SAMS-00008945,2023-10-09,2023,Q4,October,Pakistan,Asia,Peshawar,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Phantom Black,Yes,735.71,10,1,662.14,662.14,PKR,279.0,184737.06,E-commerce Platform,Net Banking,Enterprise,35–44,iOS,3.2,Kept,735.71
SAMS-00008958,2021-06-07,2021,Q2,June,Pakistan,Asia,Quetta,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Titanium Violet,Yes,1402.23,20,3,1121.78,3365.34,PKR,279.0,938929.86,Samsung Store,Debit Card,Individual,45–54,Feature Phone,3.0,Kept,4206.6900000000005
SAMS-00008959,2021-07-16,2021,Q3,July,Pakistan,Asia,Quetta,Samsung Galaxy S23,Galaxy S,256 GB,Titanium Black,Yes,776.99,0,1,776.99,776.99,PKR,279.0,216780.21,Online (Samsung.com),Net Banking,Enterprise,25–34,Android (Other),3.5,Kept,776.99
SAMS-00008964,2022-03-06,2022,Q1,March,Pakistan,Asia,Quetta,Samsung Galaxy A14 5G,Galaxy A,64 GB,Awesome Graphite,Yes,203.02,0,1,203.02,203.02,PKR,279.0,56642.58,Online (Samsung.com),BNPL (Buy Now Pay Later),Government,18–24,Android (Samsung),2.9,Returned,203.02
SAMS-00008973,2022-11-01,2022,Q4,November,Pakistan,Asia,Quetta,Samsung Galaxy A24,Galaxy A,64 GB,Awesome Black,No,248.39,10,1,223.55,223.55,PKR,279.0,62370.45,Carrier Store,EMI / Installment,Education,18–24,iOS,4.4,Returned,248.39
SAMS-00008975,2022-12-10,2022,Q4,December,Pakistan,Asia,Quetta,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Peach,No,112.73,0,1,112.73,112.73,PKR,279.0,31451.67,Samsung Store,Samsung Pay,Education,35–44,New User,2.5,Kept,112.73
SAMS-00008976,2022-12-21,2022,Q4,December,Pakistan,Asia,Quetta,Samsung Galaxy M04,Galaxy M,128 GB,Deep Ocean Blue,No,93.58,12,2,82.35,164.7,PKR,279.0,45951.3,Corporate / B2B,Debit Card,Government,35–44,Android (Other),3.5,Kept,187.16
SAMS-00008978,2023-09-27,2023,Q3,September,Pakistan,Asia,Quetta,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome Violet,No,149.17,2,1,146.19,146.19,PKR,279.0,40787.01,Carrier Store,Net Banking,Business,18–24,Feature Phone,3.4,Kept,149.17
SAMS-00008979,2023-10-10,2023,Q4,October,Pakistan,Asia,Quetta,Samsung Galaxy Z Flip 4,Galaxy Z,512 GB,Cream,Yes,809.18,0,1,809.18,809.18,PKR,279.0,225761.22,Authorized Reseller,Credit Card,Education,18–24,Android (Samsung),3.2,Kept,809.18
SAMS-00008982,2024-05-11,2024,Q2,May,Pakistan,Asia,Quetta,Samsung Galaxy Z Flip 4,Galaxy Z,1 TB,Gray,Yes,794.32,0,3,794.32,2382.96,PKR,279.0,664845.84,Samsung Store,Credit Card,Business,55+,Android (Other),4.7,Returned,2382.96
SAMS-00008985,2024-06-25,2024,Q2,June,Pakistan,Asia,Quetta,Samsung Galaxy S24,Galaxy S,1 TB,Graph,Yes,751.38,3,1,728.84,728.84,PKR,279.0,203346.36,Online (Samsung.com),Gift Card,Government,55+,New User,4.4,Kept,751.38
SAMS-00008987,2024-08-09,2024,Q3,August,Pakistan,Asia,Quetta,Samsung Galaxy S23+,Galaxy S,1 TB,Graph,Yes,1009.72,2,2,989.53,1979.06,PKR,279.0,552157.74,Third-Party Retailer,Credit Card,Business,35–44,Android (Samsung),4.8,Exchanged,2019.44
SAMS-00008990,2021-01-03,2021,Q1,January,Pakistan,Asia,Rawalpindi,Samsung Galaxy S22+,Galaxy S,128 GB,Graph,Yes,853.39,20,2,682.71,1365.42,PKR,279.0,380952.18,Carrier Store,BNPL (Buy Now Pay Later),Enterprise,25–34,Android (Samsung),2.6,Kept,1706.78
SAMS-00008994,2021-05-26,2021,Q2,May,Pakistan,Asia,Rawalpindi,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Lime,No,170.46,10,9,153.41,1380.69,PKR,279.0,385212.51,Authorized Reseller,Net Banking,Education,25–34,Android (Other),3.4,Kept,1534.14
SAMS-00008996,2021-11-15,2021,Q4,November,Pakistan,Asia,Rawalpindi,Samsung Galaxy S24,Galaxy S,256 GB,Titanium Yellow,Yes,792.28,5,4,752.67,3010.68,PKR,279.0,839979.72,Samsung Store,Credit Card,Education,35–44,Android (Samsung),4.6,Kept,3169.12
SAMS-00009003,2022-05-21,2022,Q2,May,Pakistan,Asia,Rawalpindi,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Phantom Black,Yes,1305.71,7,2,1214.31,2428.62,PKR,279.0,677584.98,Online (Samsung.com),Samsung Pay,Enterprise,25–34,iOS,2.6,Kept,2611.42
SAMS-00009006,2022-10-09,2022,Q4,October,Pakistan,Asia,Rawalpindi,Samsung Galaxy Z Flip 4,Galaxy Z,512 GB,Blue,Yes,808.31,5,1,767.89,767.89,PKR,279.0,214241.31,Samsung Store,BNPL (Buy Now Pay Later),Government,25–34,iOS,4.1,Kept,808.31
SAMS-00009009,2023-02-28,2023,Q1,February,Pakistan,Asia,Rawalpindi,Samsung Galaxy M04,Galaxy M,128 GB,Deep Ocean Blue,No,91.05,15,2,77.39,154.78,PKR,279.0,43183.62,Online (Samsung.com),Gift Card,Enterprise,35–44,Android (Samsung),4.5,Exchanged,182.1
SAMS-00009010,2023-03-11,2023,Q1,March,Pakistan,Asia,Rawalpindi,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Titanium Yellow,Yes,1273.97,0,1,1273.97,1273.97,PKR,279.0,355437.63,Authorized Reseller,BNPL (Buy Now Pay Later),Education,35–44,iOS,4.3,Kept,1273.97
SAMS-00009013,2023-07-12,2023,Q3,July,Pakistan,Asia,Rawalpindi,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Titanium Violet,Yes,1358.69,20,5,1086.95,5434.75,PKR,279.0,1516295.25,E-commerce Platform,Gift Card,Education,55+,Feature Phone,4.3,Kept,6793.450000000001
SAMS-00009015,2023-08-28,2023,Q3,August,Pakistan,Asia,Rawalpindi,Samsung Galaxy S24,Galaxy S,1 TB,Phantom Black,Yes,755.89,15,1,642.51,642.51,PKR,279.0,179260.29,Carrier Store,Cash,Individual,45–54,New User,3.9,Kept,755.89
SAMS-00009016,2023-09-03,2023,Q3,September,Pakistan,Asia,Rawalpindi,Samsung Galaxy S22+,Galaxy S,128 GB,Graph,Yes,962.88,7,2,895.48,1790.96,PKR,279.0,499677.84,Corporate / B2B,Credit Card,Government,18–24,New User,2.7,Kept,1925.76
SAMS-00009023,2024-09-02,2024,Q3,September,Pakistan,Asia,Rawalpindi,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Titanium Gray,Yes,1050.28,0,2,1050.28,2100.56,PKR,279.0,586056.24,Carrier Store,EMI / Installment,Business,18–24,Android (Other),3.8,Kept,2100.56
SAMS-00009026,2021-02-09,2021,Q1,February,Peru,South America,Arequipa,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Cream,Yes,1726.74,0,2,1726.74,3453.48,PEN,3.74,12916.02,Third-Party Retailer,Debit Card,Business,25–34,Android (Other),3.6,Kept,3453.48
SAMS-00009030,2021-06-09,2021,Q2,June,Peru,South America,Arequipa,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Icy Blue,Yes,703.7,10,4,633.33,2533.32,PEN,3.74,9474.62,Authorized Reseller,BNPL (Buy Now Pay Later),Government,35–44,iOS,2.6,Kept,2814.8
SAMS-00009031,2021-07-11,2021,Q3,July,Peru,South America,Arequipa,Samsung Galaxy M34 5G,Galaxy M,64 GB,Midnight Blue,Yes,249.48,12,2,219.54,439.08,PEN,3.74,1642.16,Third-Party Retailer,Debit Card,Business,35–44,New User,3.4,Kept,498.96
SAMS-00009036,2022-04-26,2022,Q2,April,Peru,South America,Arequipa,Samsung Galaxy A14,Galaxy A,128 GB,Awesome Graphite,No,178.46,0,6,178.46,1070.76,PEN,3.74,4004.64,Carrier Store,Gift Card,Individual,35–44,Android (Samsung),4.1,Returned,1070.76
SAMS-00009037,2022-05-08,2022,Q2,May,Peru,South America,Arequipa,Samsung Galaxy M14 5G,Galaxy M,64 GB,Icy Blue,Yes,168.11,5,3,159.7,479.1,PEN,3.74,1791.83,E-commerce Platform,EMI / Installment,Education,18–24,Android (Samsung),4.8,Kept,504.33000000000004
SAMS-00009038,2022-05-12,2022,Q2,May,Peru,South America,Arequipa,Samsung Galaxy S24,Galaxy S,256 GB,Cream,Yes,785.33,12,1,691.09,691.09,PEN,3.74,2584.68,Corporate / B2B,EMI / Installment,Enterprise,18–24,New User,4.6,Kept,785.33
SAMS-00009045,2023-01-06,2023,Q1,January,Peru,South America,Arequipa,Samsung Galaxy M14 5G,Galaxy M,256 GB,Prism Black,Yes,181.56,12,1,159.77,159.77,PEN,3.74,597.54,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,25–34,New User,4.8,Kept,181.56
SAMS-00009046,2023-03-04,2023,Q1,March,Peru,South America,Arequipa,Samsung Galaxy Z Flip 4,Galaxy Z,512 GB,Blue,Yes,868.71,0,1,868.71,868.71,PEN,3.74,3248.98,Corporate / B2B,Cash,Business,35–44,Android (Samsung),4.2,Kept,868.71
SAMS-00009050,2023-04-08,2023,Q2,April,Peru,South America,Arequipa,Samsung Galaxy M54 5G,Galaxy M,64 GB,Icy Blue,Yes,352.79,0,2,352.79,705.58,PEN,3.74,2638.87,Third-Party Retailer,Cash,Government,25–34,Feature Phone,4.5,Kept,705.58
SAMS-00009054,2023-06-12,2023,Q2,June,Peru,South America,Arequipa,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Violet,No,113.09,10,3,101.78,305.34,PEN,3.74,1141.97,Samsung Store,Debit Card,Business,55+,New User,4.8,Kept,339.27
SAMS-00009064,2024-01-28,2024,Q1,January,Peru,South America,Arequipa,Samsung Galaxy M54 5G,Galaxy M,256 GB,Prism Black,Yes,326.42,20,2,261.14,522.28,PEN,3.74,1953.33,Authorized Reseller,BNPL (Buy Now Pay Later),Individual,18–24,Android (Other),4.4,Kept,652.84
SAMS-00009065,2024-02-27,2024,Q1,February,Peru,South America,Arequipa,Samsung Galaxy S22,Galaxy S,128 GB,Phantom White,Yes,737.9,15,4,627.21,2508.84,PEN,3.74,9383.06,Online (Samsung.com),Samsung Pay,Business,45–54,iOS,4.2,Kept,2951.6
SAMS-00009066,2024-04-01,2024,Q2,April,Peru,South America,Arequipa,Samsung Galaxy S22,Galaxy S,512 GB,Green,Yes,686.77,0,2,686.77,1373.54,PEN,3.74,5137.04,Online (Samsung.com),EMI / Installment,Individual,18–24,Feature Phone,4.6,Kept,1373.54
SAMS-00009068,2024-04-06,2024,Q2,April,Peru,South America,Arequipa,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Phantom White,Yes,1230.34,5,2,1168.82,2337.64,PEN,3.74,8742.77,Samsung Store,EMI / Installment,Government,55+,Android (Samsung),4.2,Kept,2460.68
SAMS-00009076,2021-08-14,2021,Q3,August,Peru,South America,Chiclayo,Samsung Galaxy S24+,Galaxy S,128 GB,Phantom White,Yes,953.03,7,3,886.32,2658.96,PEN,3.74,9944.51,Samsung Store,Net Banking,Education,25–34,New User,4.7,Kept,2859.09
SAMS-00009079,2021-10-18,2021,Q4,October,Peru,South America,Chiclayo,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Black,No,100.11,20,1,80.09,80.09,PEN,3.74,299.54,E-commerce Platform,Cash,Education,55+,iOS,4.3,Kept,100.11
SAMS-00009081,2022-02-06,2022,Q1,February,Peru,South America,Chiclayo,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Graphite,Yes,371.98,15,2,316.18,632.36,PEN,3.74,2365.03,Third-Party Retailer,Samsung Pay,Enterprise,18–24,Android (Other),3.7,Kept,743.96
SAMS-00009082,2022-03-07,2022,Q1,March,Peru,South America,Chiclayo,Samsung Galaxy S24,Galaxy S,512 GB,Titanium Yellow,Yes,863.09,10,2,776.78,1553.56,PEN,3.74,5810.31,Authorized Reseller,EMI / Installment,Individual,25–34,Android (Samsung),3.1,Kept,1726.18
SAMS-00009092,2023-01-03,2023,Q1,January,Peru,South America,Chiclayo,Samsung Galaxy S21 FE,Galaxy S,512 GB,Graph,No,534.69,20,1,427.75,427.75,PEN,3.74,1599.79,Samsung Store,Samsung Pay,Education,18–24,Android (Other),3.3,Returned,534.69
SAMS-00009093,2023-02-17,2023,Q1,February,Peru,South America,Chiclayo,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Lime,Yes,1303.81,12,2,1147.35,2294.7,PEN,3.74,8582.18,Carrier Store,Cash,Business,18–24,Feature Phone,4.0,Returned,2607.62
SAMS-00009097,2023-06-08,2023,Q2,June,Peru,South America,Chiclayo,Samsung Galaxy A33 5G,Galaxy A,128 GB,Awesome Graphite,Yes,337.5,0,1,337.5,337.5,PEN,3.74,1262.25,Online (Samsung.com),Cash,Individual,25–34,Android (Other),3.4,Kept,337.5
SAMS-00009098,2023-07-11,2023,Q3,July,Peru,South America,Chiclayo,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Phantom White,Yes,1296.15,7,1,1205.42,1205.42,PEN,3.74,4508.27,E-commerce Platform,Samsung Pay,Business,45–54,Android (Other),4.4,Kept,1296.15
SAMS-00009101,2023-09-30,2023,Q3,September,Peru,South America,Chiclayo,Samsung Galaxy S23 FE,Galaxy S,256 GB,Phantom Black,Yes,633.17,0,1,633.17,633.17,PEN,3.74,2368.06,E-commerce Platform,Gift Card,Education,45–54,New User,4.0,Kept,633.17
SAMS-00009102,2023-11-14,2023,Q4,November,Peru,South America,Chiclayo,Samsung Galaxy S23 FE,Galaxy S,256 GB,Phantom White,Yes,552.77,0,2,552.77,1105.54,PEN,3.74,4134.72,Third-Party Retailer,Gift Card,Business,45–54,iOS,2.9,Kept,1105.54
SAMS-00009106,2023-12-11,2023,Q4,December,Peru,South America,Chiclayo,Samsung Galaxy S23 FE,Galaxy S,128 GB,Phantom Black,Yes,638.99,0,1,638.99,638.99,PEN,3.74,2389.82,Samsung Store,Gift Card,Education,55+,Feature Phone,4.0,Kept,638.99
SAMS-00009115,2024-11-27,2024,Q4,November,Peru,South America,Chiclayo,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Titanium Yellow,Yes,1338.8,5,1,1271.86,1271.86,PEN,3.74,4756.76,Third-Party Retailer,EMI / Installment,Government,25–34,New User,4.1,Kept,1338.8
SAMS-00009116,2021-02-01,2021,Q1,February,Peru,South America,Cusco,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Phantom Black,Yes,1692.9,12,4,1489.75,5959.0,PEN,3.74,22286.66,Third-Party Retailer,Cash,Government,55+,Android (Samsung),2.8,Kept,6771.6
SAMS-00009119,2021-07-22,2021,Q3,July,Peru,South America,Cusco,Samsung Galaxy S23 FE,Galaxy S,128 GB,Phantom White,Yes,631.89,0,2,631.89,1263.78,PEN,3.74,4726.54,Carrier Store,Credit Card,Business,35–44,Feature Phone,4.2,Exchanged,1263.78
SAMS-00009122,2021-10-09,2021,Q4,October,Peru,South America,Cusco,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Titanium Gray,Yes,1198.77,5,2,1138.83,2277.66,PEN,3.74,8518.45,Samsung Store,Samsung Pay,Education,55+,Feature Phone,4.6,Kept,2397.54
SAMS-00009129,2022-07-26,2022,Q3,July,Peru,South America,Cusco,Samsung Galaxy A14 5G,Galaxy A,256 GB,Awesome Black,Yes,200.43,0,2,200.43,400.86,PEN,3.74,1499.22,Corporate / B2B,Net Banking,Business,55+,iOS,4.9,Kept,400.86
SAMS-00009131,2023-01-13,2023,Q1,January,Peru,South America,Cusco,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Lime,Yes,1117.6,0,2,1117.6,2235.2,PEN,3.74,8359.65,Online (Samsung.com),Cash,Individual,55+,Android (Samsung),4.0,Kept,2235.2
SAMS-00009133,2023-01-21,2023,Q1,January,Peru,South America,Cusco,Samsung Galaxy S24,Galaxy S,512 GB,Phantom Black,Yes,856.11,7,3,796.18,2388.54,PEN,3.74,8933.14,Corporate / B2B,Samsung Pay,Business,35–44,Feature Phone,2.6,Kept,2568.33
SAMS-00009148,2024-12-19,2024,Q4,December,Peru,South America,Cusco,Samsung Galaxy M34 5G,Galaxy M,128 GB,Dark Blue,Yes,249.42,12,5,219.49,1097.45,PEN,3.74,4104.46,Authorized Reseller,EMI / Installment,Enterprise,35–44,New User,2.7,Kept,1247.1
SAMS-00009149,2022-05-05,2022,Q2,May,Peru,South America,Huancayo,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Lime,No,130.18,0,2,130.18,260.36,PEN,3.74,973.75,Carrier Store,Debit Card,Government,18–24,Feature Phone,3.7,Kept,260.36
SAMS-00009151,2022-06-17,2022,Q2,June,Peru,South America,Huancayo,Samsung Galaxy S23,Galaxy S,128 GB,Titanium Yellow,Yes,820.47,10,3,738.42,2215.26,PEN,3.74,8285.07,E-commerce Platform,Credit Card,Business,18–24,iOS,2.6,Kept,2461.41
SAMS-00009161,2023-06-16,2023,Q2,June,Peru,South America,Huancayo,Samsung Galaxy A33 5G,Galaxy A,128 GB,Awesome White,Yes,318.41,15,2,270.65,541.3,PEN,3.74,2024.46,Carrier Store,Net Banking,Individual,55+,Android (Samsung),3.7,Kept,636.82
SAMS-00009162,2023-07-22,2023,Q3,July,Peru,South America,Huancayo,Samsung Galaxy A53 5G,Galaxy A,128 GB,Awesome White,Yes,423.12,0,1,423.12,423.12,PEN,3.74,1582.47,E-commerce Platform,BNPL (Buy Now Pay Later),Government,35–44,Android (Samsung),4.0,Kept,423.12
SAMS-00009165,2023-10-07,2023,Q4,October,Peru,South America,Huancayo,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome Peach,Yes,455.75,10,2,410.18,820.36,PEN,3.74,3068.15,Third-Party Retailer,Net Banking,Individual,55+,Android (Samsung),3.7,Kept,911.5
SAMS-00009170,2024-04-22,2024,Q2,April,Peru,South America,Huancayo,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Black,No,126.71,10,6,114.04,684.24,PEN,3.74,2559.06,Authorized Reseller,BNPL (Buy Now Pay Later),Education,18–24,Android (Samsung),3.3,Kept,760.26
SAMS-00009174,2021-01-03,2021,Q1,January,Peru,South America,Iquitos,Samsung Galaxy S24,Galaxy S,128 GB,Titanium Gray,Yes,736.84,0,1,736.84,736.84,PEN,3.74,2755.78,Third-Party Retailer,Net Banking,Business,18–24,iOS,2.8,Kept,736.84
SAMS-00009175,2021-01-15,2021,Q1,January,Peru,South America,Iquitos,Samsung Galaxy S24,Galaxy S,512 GB,Green,Yes,736.88,20,2,589.5,1179.0,PEN,3.74,4409.46,Online (Samsung.com),Credit Card,Education,45–54,Android (Other),4.2,Kept,1473.76
SAMS-00009180,2021-07-05,2021,Q3,July,Peru,South America,Iquitos,Samsung Galaxy S23 FE,Galaxy S,512 GB,Titanium Gray,Yes,622.98,0,3,622.98,1868.94,PEN,3.74,6989.84,Samsung Store,Cash,Government,55+,New User,2.8,Kept,1868.94
SAMS-00009188,2022-04-24,2022,Q2,April,Peru,South America,Iquitos,Samsung Galaxy S22,Galaxy S,256 GB,Titanium Black,Yes,725.12,0,4,725.12,2900.48,PEN,3.74,10847.8,Third-Party Retailer,Debit Card,Education,45–54,Feature Phone,3.6,Kept,2900.48
SAMS-00009196,2023-04-09,2023,Q2,April,Peru,South America,Iquitos,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Lavender,Yes,1872.86,0,5,1872.86,9364.3,PEN,3.74,35022.48,Authorized Reseller,Cash,Business,45–54,Android (Other),4.2,Kept,9364.3
SAMS-00009203,2024-03-26,2024,Q1,March,Peru,South America,Iquitos,Samsung Galaxy M34 5G,Galaxy M,64 GB,Deep Ocean Blue,Yes,243.37,10,2,219.03,438.06,PEN,3.74,1638.34,E-commerce Platform,Gift Card,Enterprise,25–34,Android (Other),3.7,Kept,486.74
SAMS-00009206,2024-09-03,2024,Q3,September,Peru,South America,Iquitos,Samsung Galaxy A14 5G,Galaxy A,256 GB,Awesome Graphite,Yes,208.51,0,1,208.51,208.51,PEN,3.74,779.83,Online (Samsung.com),Gift Card,Government,18–24,Feature Phone,3.5,Kept,208.51
SAMS-00009209,2024-11-03,2024,Q4,November,Peru,South America,Iquitos,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Graphite,No,108.15,0,1,108.15,108.15,PEN,3.74,404.48,Authorized Reseller,Debit Card,Business,35–44,Feature Phone,4.8,Kept,108.15
SAMS-00009210,2024-11-16,2024,Q4,November,Peru,South America,Iquitos,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome White,Yes,423.58,5,10,402.4,4024.0,PEN,3.74,15049.76,Corporate / B2B,BNPL (Buy Now Pay Later),Enterprise,55+,New User,3.6,Kept,4235.8
SAMS-00009218,2021-08-31,2021,Q3,August,Peru,South America,Lima,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Green,Yes,1280.1,0,8,1280.1,10240.8,PEN,3.74,38300.59,Authorized Reseller,Debit Card,Individual,18–24,iOS,2.6,Kept,10240.8
SAMS-00009222,2022-06-05,2022,Q2,June,Peru,South America,Lima,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Graphite,Yes,1900.99,0,2,1900.99,3801.98,PEN,3.74,14219.41,Samsung Store,BNPL (Buy Now Pay Later),Government,45–54,Android (Samsung),2.5,Kept,3801.98
SAMS-00009225,2022-09-03,2022,Q3,September,Peru,South America,Lima,Samsung Galaxy A14,Galaxy A,128 GB,Awesome Lime,No,162.45,3,1,157.58,157.58,PEN,3.74,589.35,Corporate / B2B,Credit Card,Enterprise,55+,iOS,3.1,Kept,162.45
SAMS-00009227,2022-10-06,2022,Q4,October,Peru,South America,Lima,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Peach,No,239.2,12,2,210.5,421.0,PEN,3.74,1574.54,Corporate / B2B,Gift Card,Enterprise,35–44,Feature Phone,4.8,Kept,478.4
